geneid,control_1,control_2,control_3,treated_1,treated_2,treated_3
101929082,0,0,0,0,0,0
101929083,0,0,0,0,0,0
101929084,0,0,0,0,0,0
101929086,1,2,1,0,0,0
101929087,0,0,0,0,0,0
101929089,5,7,10,4,4,0
101929093,0,0,0,0,0,0
101929095,2,4,2,0,1,1
101929097,0,0,0,0,0,0
101929098,0,0,0,0,0,0
101929099,30,40,41,14,28,22
101929106,0,0,0,0,0,0
101929110,1,2,0,0,2,1
101929116,0,0,0,0,0,0
101929120,0,0,0,0,0,0
101929121,0,0,0,0,0,0
101929122,0,0,0,0,0,0
101929123,0,0,0,0,0,0
101929124,0,0,0,0,0,0
101929125,14,16,11,5,9,8
101929127,0,0,0,0,0,0
101929128,15,4,18,16,11,16
101929130,0,0,0,0,0,0
101929138,2,0,0,0,2,0
101929140,18,32,24,12,13,10
101929141,1,2,1,0,0,0
101929144,0,0,0,0,0,0
101929147,534,527,547,321,266,376
101929148,0,0,0,0,0,0
101929152,3,2,3,2,2,11
101929153,0,0,0,0,0,0
101929154,0,0,0,0,0,0
101929162,9,8,8,1,0,0
101929163,0,0,0,0,0,0
101929164,0,0,0,0,0,0
101929172,0,0,0,0,0,0
101929173,3,3,3,1,0,3
101929176,0,0,0,0,0,0
101929180,0,0,0,0,0,0
101929181,0,0,0,2,0,0
101929184,0,1,1,0,0,0
101929185,48,32,63,30,9,20
101929191,4,4,5,0,0,0
101929194,0,0,0,0,0,0
101929196,0,0,0,0,0,0
101929198,1,0,0,0,0,0
101929199,0,10,0,6,1,1
101929202,0,0,0,0,0,0
101929206,0,0,0,0,0,0
101929207,0,0,0,0,0,0
101929210,0,0,0,0,0,0
101929212,9,20,20,17,25,23
101929215,10,12,19,5,5,4
101929217,0,0,0,0,0,0
101929218,0,0,0,0,0,0
101929221,0,0,0,0,0,0
101929222,0,0,0,0,0,0
101929224,0,0,5,9,8,2
101929225,9,9,19,1,4,5
101929227,0,0,0,0,0,0
101929229,0,0,0,0,0,0
101929231,4,3,2,2,0,3
101929234,20,31,40,16,4,17
101929237,15,15,22,5,14,6
101929238,0,0,1,0,0,0
101929239,0,0,0,0,0,0
101929241,0,0,0,0,0,0
101929244,0,0,0,0,0,0
101929247,0,0,0,0,0,0
101929256,1,0,0,0,0,0
101929259,1,0,0,0,0,0
101929260,0,0,0,0,0,0
101929261,0,0,0,0,0,0
101929265,0,0,0,0,0,0
101929268,0,0,0,0,0,0
101929279,0,1,0,0,1,0
101929282,0,0,0,0,0,0
101929284,0,0,0,0,0,0
101929286,0,0,0,0,0,0
101929294,0,0,0,0,0,0
101929295,10,3,9,7,2,5
101929297,0,0,0,0,0,0
101929301,0,0,0,0,0,0
101929302,9,8,21,12,3,4
101929304,0,0,0,0,0,0
101929310,0,0,0,0,0,0
101929312,0,0,0,0,0,0
101929315,0,0,0,0,0,0
101929319,0,0,0,0,0,0
101929322,1,3,1,0,0,0
101929328,0,0,0,0,0,0
101929329,0,0,0,0,0,0
101929331,6,2,12,10,17,10
101929335,0,1,0,0,0,0
101929337,0,0,0,0,0,0
101929338,2,0,0,0,0,1
101929340,10,17,17,9,8,11
101929344,1,0,1,0,0,0
101929351,3,2,1,2,3,4
101929353,0,0,0,0,0,0
101929355,0,0,0,0,0,0
101929357,7,11,16,1,2,9
101929369,0,0,0,0,0,0
101929371,0,0,0,0,0,0
101929372,4,1,3,1,2,1
101929373,0,0,0,0,0,0
101929374,0,0,0,0,0,0
101929378,58,67,81,32,6,25
101929380,0,0,0,0,0,1
101929384,0,0,0,0,0,0
101929387,3,2,0,0,0,1
101929390,0,0,0,0,0,0
101929395,2,1,3,0,1,2
101929397,1,0,0,0,0,0
101929400,1,0,0,0,0,0
101929402,13,15,12,3,0,2
101929406,0,0,0,0,0,0
101929407,0,0,0,0,0,0
101929410,9,14,1,6,7,10
101929412,2,2,3,1,2,0
101929413,0,0,0,0,0,0
101929415,0,0,0,0,0,0
101929420,0,0,0,0,0,0
101929423,1,2,3,3,0,1
101929427,0,2,0,1,0,1
101929428,0,0,0,0,0,0
101929431,0,0,3,0,0,0
101929433,0,0,2,0,0,0
101929439,0,0,1,0,0,0
101929441,3,1,9,2,0,4
101929445,0,0,0,0,0,0
101929448,13,14,12,9,11,11
101929450,1,0,0,0,0,0
101929452,0,0,0,0,0,0
101929454,0,0,0,0,0,0
101929460,0,0,0,0,0,0
101929464,10,0,4,3,3,6
101929467,15,15,7,2,6,5
101929468,0,0,0,0,0,0
101929469,34,33,38,3,0,8
101929470,9,1,1,0,2,1
101929472,0,0,0,0,0,0
101929473,0,0,0,0,0,0
101929478,0,0,0,0,0,0
101929479,52,47,43,52,24,102
101929486,4,3,7,6,1,3
101929488,0,0,0,0,0,0
101929490,0,0,0,0,0,0
101929495,0,0,0,0,0,0
101929497,0,0,0,0,0,0
101929504,0,0,0,0,0,0
101929505,0,0,0,0,0,0
101929512,15,9,5,13,9,18
101929516,8,13,14,2,0,4
101929517,0,0,0,0,0,0
101929519,15,13,28,7,0,12
101929520,0,0,0,0,0,0
101929523,21,17,15,15,7,14
101929524,2,0,0,2,0,0
101929526,0,0,0,0,0,0
101929528,0,0,0,0,0,0
101929529,0,0,2,0,0,0
101929530,1,0,1,0,0,0
101929532,0,0,0,0,0,0
101929535,0,0,0,0,0,0
101929536,5,0,4,5,0,7
101929539,0,2,1,0,0,0
101929541,4,0,0,1,0,0
101929544,0,0,0,0,0,0
101929548,5,1,4,3,1,0
101929549,0,0,1,0,0,0
101929550,0,0,0,0,0,0
101929551,0,0,0,0,0,0
101929555,0,0,0,0,0,0
101929557,1,5,4,1,2,0
101929559,0,0,0,0,0,0
101929563,1,0,0,0,0,0
101929565,0,0,0,0,0,0
101929567,0,0,0,0,0,0
101929570,0,0,0,0,0,0
101929572,0,0,0,0,0,0
101929574,13,7,18,12,23,17
101929577,5,9,6,0,0,2
101929578,0,0,0,0,0,0
101929579,5,3,2,7,1,1
101929582,0,0,0,0,0,0
101929583,0,0,0,0,0,0
101929584,1,0,1,0,0,0
101929586,0,0,0,0,0,0
101929590,0,0,0,0,0,0
101929591,4,9,7,0,0,1
101929592,0,1,0,1,0,0
101929595,0,0,0,0,0,0
101929596,0,0,0,0,0,0
101929599,0,0,0,0,0,0
101929601,0,0,0,0,0,0
101929602,0,1,2,0,0,1
101929605,0,0,0,0,0,0
101929607,7,4,19,9,5,10
101929608,0,0,0,0,0,0
101929612,0,0,0,0,0,0
101929613,233,271,292,140,80,128
101929620,0,0,0,0,0,0
101929621,0,0,0,0,0,0
101929622,0,0,1,0,0,0
101929623,0,1,0,5,1,3
101929624,0,0,0,0,0,0
101929625,0,0,0,0,0,0
101929626,1,10,3,15,26,15
101929627,0,0,0,0,0,0
101929631,0,0,0,0,0,0
101929633,0,0,0,1,0,0
101929637,0,0,0,0,0,0
101929639,5,7,7,9,1,3
101929643,7,3,1,2,0,0
101929645,0,0,0,0,0,0
101929646,0,0,0,0,0,0
101929651,3,1,1,1,0,0
101929653,0,0,0,1,0,0
101929655,0,0,0,0,0,0
101929657,0,0,0,0,0,0
101929660,0,0,0,0,0,0
101929662,0,0,0,0,0,0
101929663,0,0,0,0,0,0
101929664,7,4,5,24,8,10
101929679,9,13,11,3,0,0
101929680,0,0,0,0,0,0
101929681,0,0,0,0,0,0
101929684,0,0,0,0,0,0
101929685,0,0,0,0,0,0
101929688,6,2,7,3,7,4
101929690,1,0,0,0,0,0
101929692,11,10,18,20,32,25
101929693,1,0,2,2,1,3
101929694,0,0,0,0,0,0
101929696,0,0,0,0,0,0
101929697,8,12,10,3,2,5
101929698,0,0,0,1,0,0
101929701,0,0,0,0,0,0
101929705,219,197,231,235,238,219
101929709,107,95,153,100,86,102
101929710,1,2,3,4,0,4
101929715,11,10,16,4,7,17
101929716,2,1,1,0,0,0
101929717,1,0,8,4,6,2
101929718,5,8,3,0,1,0
101929719,8,2,4,8,2,9
101929721,0,0,0,0,0,0
101929723,1,0,11,0,0,0
101929728,1,0,0,0,0,0
101929730,2,5,4,10,6,14
101929733,0,0,0,0,0,0
101929736,21,20,14,4,0,2
101929741,2,0,1,2,0,1
101929743,0,0,0,0,0,0
101929745,0,0,0,0,0,0
101929746,15,23,31,17,29,15
101929747,0,0,0,0,0,0
101929748,6,11,10,8,3,11
101929753,0,0,0,0,0,0
101929754,0,2,4,0,0,0
101929760,2,1,9,6,0,0
101929762,1,0,0,0,2,0
101929765,2,4,5,0,0,0
101929766,0,0,0,0,0,0
101929767,61,65,58,26,20,31
101929768,12,13,10,33,29,27
101929771,0,1,1,0,3,0
101929777,0,0,0,0,0,0
101929780,33,42,37,28,24,36
101929796,75,84,90,76,27,90
101929798,0,0,0,0,0,0
101929805,1,1,0,0,0,0
101929806,0,0,0,0,0,0
101929815,0,0,0,0,0,0
101929818,0,0,0,0,0,0
101929829,0,0,0,0,0,0
101929839,0,3,4,0,0,1
101929895,72,63,101,45,38,79
101929897,0,0,3,2,1,0
101929926,0,0,0,0,0,0
101929950,0,4,0,0,0,0
101929959,14,8,17,14,24,6
101929983,0,0,0,0,0,0
101929989,0,0,1,0,1,0
101929998,0,0,0,0,0,0
10193,1303,1467,1674,1576,1323,1513
101930010,4,5,5,4,13,7
101930023,0,0,0,0,0,0
101930071,4,3,2,1,4,8
101930085,270,272,316,312,177,451
101930171,0,0,0,0,0,0
101930332,1,10,16,9,16,3
101930452,1,9,3,0,0,0
101930746,0,0,0,0,0,0
101930747,0,0,0,0,0,0
101930748,0,0,0,0,0,0
101930749,3,10,9,6,0,3
101937451,0,0,0,0,0,0
10194,66,69,62,106,64,88
10195,1038,1157,1256,1572,1672,1398
101954204,0,0,0,0,0,0
101954264,1,0,3,1,0,0
101954266,0,0,0,0,0,0
101954267,0,0,0,0,0,0
101954269,0,0,0,0,0,0
101954271,0,0,0,0,0,0
101954272,2,0,2,0,0,0
101954273,0,0,0,0,0,0
101954275,0,0,0,0,0,0
101954276,0,0,1,0,0,2
101954277,0,0,0,0,0,0
101954278,13,7,7,2,6,5
10196,731,767,791,923,840,909
10197,1613,1830,1915,2324,2061,2316
101978719,3,1,4,2,0,0
101978785,0,0,0,0,0,0
10198,654,650,703,150,118,154
10199,612,664,686,447,475,361
102,2404,2369,2685,2012,1743,1715
1020,336,400,404,725,1006,633
10200,145,155,154,66,102,89
10201,519,565,556,561,516,610
10202,27,39,42,40,50,39
10203,6,4,7,1,4,3
102031319,0,0,0,0,0,1
10204,1452,1572,1729,2270,2511,2063
10205,747,666,792,771,720,724
10206,318,357,387,316,266,278
102060282,2,2,3,13,15,16
102060414,0,0,0,0,0,0
10207,2831,2941,3289,2233,1501,2004
10208,615,595,659,325,260,257
10209,8145,7862,8465,14575,17542,12633
1021,1874,1901,2074,1130,661,894
10210,545,550,571,352,281,387
10211,1,0,3,3,2,0
10212,560,689,730,468,474,584
10213,1177,1192,1211,1300,1359,1243
10214,0,0,0,0,0,0
10215,0,0,0,0,0,0
102157401,5,9,2,0,0,0
102157402,0,0,0,0,0,0
10216,2,1,5,0,0,0
10217,1845,2083,2332,2151,1612,1925
10218,0,1,2,0,0,0
10219,0,2,2,1,0,3
102191832,0,0,2,0,0,0
1022,22,5,10,14,7,9
10220,140,148,180,238,189,220
10221,1547,1498,1764,1621,1229,1247
102216268,0,0,0,0,0,0
102216342,0,0,0,0,0,0
10223,2,1,0,0,0,0
102238594,31,17,25,4,5,10
10224,28,42,35,12,18,18
10225,0,0,0,2,0,0
10226,2019,2194,2557,3926,4292,3826
10227,1298,1314,1482,1860,2084,1891
10228,1071,1115,1184,1435,1167,1322
102288414,11,18,25,17,23,12
10229,223,228,260,205,216,224
10230,209,261,213,108,69,82
10231,0,3,3,8,14,13
10232,1438,1545,1911,3095,4229,2664
10233,257,301,288,331,457,326
10234,3,5,15,3,0,2
10235,58,71,94,68,86,86
10236,2492,2595,2659,2375,2466,2532
10237,904,916,1011,954,1122,1016
10238,1702,1869,2066,2275,1769,2078
10239,8,19,7,4,5,9
1024,546,516,608,706,611,642
10240,429,453,557,382,381,350
10241,2011,2124,2315,2359,2159,2123
10242,4,1,5,3,0,0
10243,536,564,600,739,607,576
10244,383,480,491,507,627,537
10245,315,305,282,733,1106,780
10246,0,0,0,0,0,0
102464817,0,0,0,0,0,0
102464823,0,0,0,0,0,0
102464824,0,0,0,0,0,0
102464825,0,0,0,0,0,0
102464826,0,0,0,0,0,0
102464827,0,0,0,0,0,0
102464828,0,0,0,1,0,0
102464829,0,0,0,0,0,0
102464830,0,1,0,0,0,0
102464831,0,0,0,0,0,0
102464832,0,0,0,0,0,0
102464833,0,0,0,0,0,0
102464834,0,0,0,0,0,0
102464835,0,0,0,0,0,0
102464836,0,0,0,0,0,0
102464837,0,0,0,0,1,0
102465133,0,0,0,0,0,0
102465134,0,0,0,0,0,0
102465135,0,0,0,0,0,0
102465136,0,1,2,0,0,0
102465137,0,0,0,0,0,0
102465138,0,0,0,0,0,0
102465139,0,0,0,0,0,0
102465140,0,0,0,0,0,0
102465141,0,0,0,0,0,0
102465246,0,0,0,0,0,0
102465247,0,0,0,0,0,0
102465248,0,0,0,0,0,0
102465249,0,0,0,0,0,0
102465250,0,0,0,0,0,0
102465251,3,0,0,0,0,0
102465252,0,0,0,0,0,0
102465253,0,0,0,0,0,0
102465254,0,0,0,0,0,0
102465255,5,3,1,0,2,3
102465256,0,0,0,0,0,0
102465257,0,0,2,2,0,0
102465427,0,0,0,0,0,0
102465428,1,0,0,0,0,0
102465429,0,0,0,0,0,0
102465430,0,0,0,0,0,0
102465431,0,0,0,0,0,0
102465432,13,13,20,4,4,6
102465433,0,0,0,0,0,0
102465434,0,0,0,0,0,0
102465435,0,0,0,0,0,0
102465436,0,0,0,0,0,0
102465437,0,0,0,0,0,0
102465438,5,6,4,8,7,15
102465439,0,0,0,0,0,0
102465440,0,0,0,0,0,0
102465441,0,0,0,0,0,1
102465442,0,0,0,0,0,0
102465443,4,8,5,0,0,2
102465444,0,0,0,0,0,0
102465445,0,0,0,0,0,0
102465446,3,0,2,2,0,3
102465447,0,0,0,0,0,0
102465448,1,7,4,0,0,2
102465449,0,0,0,0,0,0
102465450,0,0,0,0,0,0
102465451,8,11,1,0,0,4
102465452,0,0,0,0,0,0
102465453,0,0,0,0,0,0
102465454,1,5,6,1,0,0
102465455,0,0,0,0,0,0
102465456,0,0,1,0,0,0
102465457,0,1,0,0,0,0
102465458,0,0,0,0,0,0
102465459,0,0,0,0,0,0
102465460,0,2,0,0,0,0
102465461,0,0,0,0,0,0
102465462,0,0,0,0,0,0
102465463,2,3,3,0,0,5
102465464,1,0,4,0,0,0
102465465,1,3,0,0,3,0
102465466,0,0,0,0,0,0
102465467,0,0,0,0,0,0
102465468,0,0,0,0,0,0
102465469,0,0,0,0,0,0
102465470,1,0,1,0,0,0
102465471,0,0,0,0,0,0
102465472,1,0,0,0,0,1
102465473,0,0,0,0,0,0
102465474,0,0,4,1,0,0
102465475,0,0,0,0,0,0
102465476,0,0,0,0,0,0
102465477,0,0,2,0,0,0
102465478,2,2,4,0,1,12
102465479,0,0,0,0,0,0
102465480,0,0,0,0,0,0
102465481,0,0,0,0,0,0
102465482,1,0,0,0,1,0
102465483,0,0,0,0,0,0
102465484,0,0,0,0,0,0
102465485,0,2,0,0,0,0
102465486,0,0,0,0,0,0
102465487,1,3,0,0,0,0
102465488,1,1,0,2,0,3
102465489,0,0,0,0,0,0
102465490,0,0,0,0,0,0
102465491,2,2,6,0,0,0
102465492,0,0,0,0,0,0
102465493,0,0,0,0,0,0
102465494,0,0,0,0,0,0
102465495,0,0,0,0,0,0
102465496,1,1,0,0,0,0
102465497,0,0,0,0,0,0
102465498,0,0,0,0,0,0
102465499,0,0,0,0,0,0
102465500,0,0,0,0,0,0
102465501,0,0,0,0,0,0
102465502,17,25,23,5,1,9
102465503,0,0,0,0,0,0
102465504,1,0,0,0,0,0
102465505,1,0,0,0,0,0
102465506,0,0,0,0,0,0
102465507,0,0,0,0,0,0
102465508,0,0,0,0,0,0
102465509,0,0,0,0,0,0
102465510,0,0,0,0,0,0
102465511,0,0,0,0,0,0
102465512,0,0,0,0,0,0
102465513,0,0,0,0,0,0
102465514,0,0,0,0,0,0
102465515,4,0,3,0,0,0
102465516,0,0,0,0,0,0
102465517,0,0,0,0,0,0
102465518,0,0,0,0,0,0
102465519,0,0,0,0,0,0
102465520,0,0,0,0,0,0
102465521,0,0,0,0,0,0
102465522,2,1,2,1,0,0
102465523,0,0,0,0,0,0
102465524,1,0,0,0,0,0
102465525,0,0,0,0,0,0
102465526,0,0,0,0,0,0
102465527,2,1,0,0,0,0
102465528,0,0,0,0,0,0
102465529,0,0,2,0,0,1
102465530,0,0,0,0,0,0
102465531,0,0,0,0,0,0
102465532,0,1,3,0,0,0
102465533,0,0,0,0,0,0
102465534,0,0,0,0,0,0
102465535,1,0,0,0,0,0
102465536,0,0,0,0,0,0
102465537,0,0,0,0,0,0
102465538,0,0,0,0,0,0
102465539,0,0,0,0,0,0
102465665,0,0,0,0,0,0
102465666,0,0,0,0,0,0
102465667,0,1,0,4,1,0
102465668,1,4,0,0,1,1
102465669,9,11,6,2,2,5
102465683,0,0,0,0,0,0
102465684,0,0,0,0,0,0
102465688,0,0,0,0,0,0
102465689,0,0,0,0,0,0
102465690,0,0,0,0,0,0
102465691,0,0,0,0,0,0
102465692,0,0,0,0,0,0
102465693,0,0,0,0,0,0
102465694,13,17,23,9,3,22
102465695,0,0,0,0,0,0
102465696,0,0,0,0,0,0
102465752,0,0,0,0,0,0
102465753,0,0,0,0,0,0
102465800,0,0,0,0,0,0
102465801,0,0,0,0,0,0
102465802,0,0,0,0,0,0
102465803,0,0,0,0,0,0
102465832,0,0,0,0,0,0
102465833,0,0,0,0,0,0
102465834,0,0,0,0,0,0
102465835,0,0,0,0,1,0
102465836,0,0,0,0,0,0
102465837,0,0,2,0,0,0
102465838,0,0,0,0,0,0
102465839,0,0,0,0,0,0
102465840,0,0,0,0,0,0
102465841,0,0,0,0,0,0
102465842,0,1,1,0,0,3
102465854,0,0,0,0,0,0
102465855,0,0,0,0,0,0
102465856,0,0,3,0,0,0
102465857,0,0,0,0,0,0
102465858,1,3,0,0,0,0
102465859,0,0,0,0,0,0
102465860,0,0,0,0,0,0
102465861,1,1,1,0,0,0
102465862,0,0,0,0,0,0
102465863,0,0,0,0,0,0
102465864,0,0,0,0,0,0
102465865,0,0,0,0,0,0
102465866,0,2,0,0,0,0
102465867,0,0,0,0,0,0
102465868,0,0,0,0,0,0
102465869,0,0,0,0,0,0
102465870,0,0,0,0,0,0
102465871,0,0,0,0,0,0
102465872,0,0,0,0,0,0
102465873,0,0,0,0,0,0
102465874,1,0,2,0,0,0
102465875,0,0,0,0,0,0
102465876,0,0,3,0,0,0
102465877,0,0,0,0,0,0
102465878,0,0,0,0,0,0
102465879,2,2,1,1,0,0
102465880,0,0,0,0,0,0
102465881,1,0,0,1,0,0
102465882,0,0,0,0,0,0
102465906,1,2,0,0,0,1
102465907,0,0,0,0,0,0
102465908,0,0,0,0,0,0
102465909,0,0,0,0,0,0
102465910,0,0,3,0,1,0
102465944,0,0,0,0,0,0
102465974,0,1,0,0,0,0
102465975,0,0,0,1,0,0
102465976,0,0,0,0,0,1
102465977,0,0,0,0,0,0
102465978,0,0,0,0,1,0
102465985,0,0,0,0,0,0
102465993,0,0,0,0,0,0
102465995,0,0,0,0,0,0
102466081,0,0,0,0,0,0
102466103,0,0,1,0,0,0
102466104,0,0,0,0,0,0
102466162,0,0,0,0,0,0
102466189,0,0,0,0,0,0
102466190,0,0,0,0,0,0
102466191,0,0,0,0,0,0
102466192,0,1,0,0,0,0
102466193,0,0,0,0,0,0
102466194,2,0,1,2,0,1
102466195,0,0,0,0,0,0
102466196,0,0,0,0,0,0
102466197,0,0,0,0,0,0
102466198,0,0,3,0,0,0
102466199,0,0,0,0,0,0
102466200,0,0,0,0,0,0
102466201,0,0,0,0,0,0
102466202,0,1,0,0,0,0
102466203,0,0,0,0,0,0
102466204,0,0,0,0,0,0
102466205,6,14,13,2,2,4
102466222,0,0,0,0,0,0
102466223,0,0,0,0,0,0
102466225,0,0,0,0,0,0
102466227,0,0,0,0,0,0
102466235,0,0,0,0,0,0
102466247,0,0,0,0,0,0
102466250,0,0,0,0,0,0
102466251,0,0,0,0,0,0
102466252,0,0,0,0,0,0
102466253,0,0,0,0,0,0
102466259,0,0,0,0,0,0
102466268,0,0,0,0,0,0
102466270,0,0,0,0,0,0
102466271,0,0,0,0,0,0
102466515,0,0,0,0,0,0
102466516,0,0,0,0,0,0
102466518,1,0,2,0,0,0
102466519,0,0,0,0,0,0
102466615,0,0,0,0,0,0
102466616,0,0,0,0,0,0
102466656,0,0,0,0,0,0
102466657,0,1,0,0,0,0
102466658,0,0,0,1,0,0
102466659,0,0,0,0,0,0
102466719,0,0,0,0,0,0
102466720,0,0,0,0,0,0
102466721,0,0,0,0,0,0
102466722,0,5,0,1,2,0
102466723,0,0,0,0,0,0
102466724,5,5,5,0,0,0
102466725,0,0,0,0,0,0
102466726,0,4,2,0,1,1
102466727,0,0,0,0,0,0
102466728,0,0,0,0,0,0
102466729,7,24,10,7,4,8
102466730,1,2,0,2,0,2
102466731,1,0,3,0,0,0
102466732,0,0,0,0,0,0
102466733,4,0,3,0,0,0
102466734,0,0,2,0,0,0
102466735,0,0,0,0,0,0
102466736,0,0,0,0,0,0
102466737,0,0,0,0,0,0
102466738,0,0,0,0,0,0
102466739,0,0,0,0,0,0
102466740,0,0,0,0,0,0
102466741,0,0,0,0,0,0
102466742,0,0,0,0,0,0
102466743,0,0,0,0,0,0
102466744,0,2,0,1,0,0
102466745,0,0,0,0,0,0
102466746,0,0,0,0,0,0
102466747,16,16,16,8,5,7
102466748,6,1,1,0,0,0
102466749,0,0,0,0,0,0
102466750,0,0,0,0,0,0
102466751,1,1,1,3,0,2
102466752,0,0,0,0,0,0
102466753,0,0,2,0,0,0
102466754,0,0,0,0,0,0
102466755,0,0,0,0,0,0
102466756,0,0,0,0,0,0
102466757,0,3,1,0,0,0
102466758,0,0,2,0,0,0
102466759,0,0,0,0,0,0
102466806,0,0,0,0,0,0
102466812,0,0,0,0,0,0
102466814,0,0,0,0,0,0
102466815,0,0,0,0,0,0
102466816,0,0,0,0,0,0
102466854,0,0,0,0,0,0
102466864,0,4,2,0,0,0
102466865,0,0,0,0,0,0
102466866,0,0,0,0,0,0
102466872,0,0,0,0,0,0
102466873,0,0,0,0,0,0
102466874,0,0,0,0,0,0
102466875,0,0,0,0,0,0
102466876,1,1,0,0,0,0
102466877,0,0,0,0,0,0
102466878,0,0,0,0,0,0
102466879,0,0,0,0,0,0
102466880,0,0,0,0,0,0
102466889,0,0,0,0,0,0
102466906,0,0,0,0,0,0
102466911,0,0,0,0,0,0
102466912,0,0,0,0,0,0
102466918,0,0,0,0,0,0
102466953,0,0,0,0,0,0
102466967,0,0,0,0,0,0
102466972,0,0,0,0,0,0
102466982,0,0,0,0,0,0
102466983,0,0,0,0,0,0
102466984,0,0,0,0,0,0
102466985,1,0,0,0,0,0
102466986,0,0,0,0,0,0
102466995,0,0,0,0,0,0
102467003,1,2,4,0,0,0
102467004,0,0,0,0,0,0
102467005,0,0,0,0,0,0
102467073,1,2,1,0,3,0
102467074,0,0,0,0,0,0
102467075,0,0,0,0,0,0
102467077,0,0,0,0,0,0
102467079,0,0,0,0,0,0
102467080,1,2,10,0,1,5
102467081,0,0,0,0,0,0
102467146,0,0,0,0,0,0
102467147,52,50,50,17,5,30
102467212,1,0,6,0,0,0
102467213,0,0,0,0,0,1
102467214,0,0,0,0,0,0
102467216,0,0,0,1,0,0
102467217,0,0,0,0,0,0
102467222,0,0,0,0,0,0
102467223,0,0,0,0,0,0
102467224,0,0,0,0,0,0
102467225,0,0,0,0,0,0
102467226,0,0,0,0,0,0
102467655,0,0,0,0,0,0
10247,316,312,294,329,378,317
102477328,1,1,0,0,0,0
10248,420,445,486,626,832,697
10249,1,2,0,0,0,0
1025,850,927,1108,1502,1529,1379
10250,2494,2674,2757,2653,2015,2591
102503427,0,0,0,0,0,1
102503429,0,0,0,0,0,0
10251,6,5,13,6,6,11
10252,152,146,179,166,112,184
102524628,0,0,0,0,0,0
10253,219,221,278,352,300,334
10254,699,698,719,486,405,355
102546175,0,0,0,0,0,0
102546226,18,10,11,0,0,2
102546227,5,4,2,6,0,4
102546228,0,0,0,0,0,0
102546229,0,1,0,0,0,0
102546294,3,6,0,0,3,0
102546298,0,2,2,7,15,6
102546299,0,0,0,0,0,0
10255,0,0,0,0,0,0
102557615,0,0,0,0,0,0
10256,417,418,481,416,377,499
10257,1332,1434,1508,978,654,815
102577424,0,0,0,0,0,0
102577426,0,1,2,3,4,1
102578074,0,0,0,0,0,0
1026,614,612,755,1771,1904,2086
10260,669,557,684,479,294,399
102606463,0,0,0,0,0,0
102606465,93,97,72,89,63,63
102606466,2,1,0,0,0,0
10261,12,10,11,2,0,6
10262,1820,1959,2117,2633,2634,2848
10263,1360,1546,1606,2317,3173,2231
10265,13,25,25,27,30,15
102659288,2,3,1,2,1,4
102659353,150,185,152,80,51,128
10266,0,0,3,0,1,2
10267,89,83,132,362,533,351
10268,0,0,0,0,0,0
102682016,0,0,0,0,0,0
10269,1677,1732,1742,1226,1208,1342
1027,1469,1454,1677,1341,1391,1164
10270,715,692,855,904,867,991
10272,418,439,539,1480,1807,1332
102723099,14,7,19,26,12,12
102723165,0,0,0,0,0,0
102723166,24,30,18,1,1,1
102723167,1,2,6,2,0,0
102723316,4,9,5,7,6,0
102723318,0,0,0,0,0,0
102723320,0,0,0,0,0,0
102723322,4,2,1,0,0,0
102723330,0,0,0,0,0,0
102723332,2,3,5,1,4,3
102723335,4,0,2,0,0,1
102723344,0,2,0,0,0,1
102723354,34,42,47,31,38,25
102723356,221,231,262,154,156,127
102723360,0,0,0,0,0,0
102723362,0,0,0,0,0,0
102723373,27,11,17,31,13,15
102723376,0,0,0,0,0,0
102723377,0,0,0,0,0,0
102723378,0,0,0,0,0,0
102723382,0,0,0,0,0,0
102723383,0,0,0,0,0,0
102723385,4,0,2,2,1,5
102723390,82,95,86,39,30,38
102723394,0,0,0,0,0,0
102723407,0,0,0,0,0,0
102723418,2,2,8,3,0,1
102723422,5,2,2,0,0,1
102723426,0,0,0,0,0,0
102723427,0,0,0,0,0,0
102723439,1,2,2,0,1,2
102723448,0,0,0,0,0,0
102723451,0,0,0,0,0,0
102723475,0,0,0,2,1,0
102723481,0,2,3,2,0,2
102723483,1,2,3,4,3,1
102723487,0,0,0,0,0,0
102723502,0,0,0,0,0,0
102723503,0,0,0,0,0,0
102723505,0,0,0,0,0,0
102723508,16,17,41,13,13,17
102723510,8,2,7,11,10,11
102723513,1,5,1,0,0,2
102723517,1,1,0,0,0,0
102723526,0,0,0,0,0,0
102723532,0,0,0,0,0,0
102723534,1,1,1,1,0,4
102723544,0,0,0,0,0,0
102723547,18,2,11,5,3,2
102723550,0,0,0,0,0,0
102723553,0,0,0,0,0,0
102723555,3,3,7,2,0,0
102723562,0,0,0,0,0,0
102723566,40,28,47,15,6,16
102723578,0,0,0,0,0,0
102723582,27,18,23,8,10,16
102723590,0,0,0,0,0,0
102723604,0,0,0,0,0,0
102723605,0,0,0,0,0,0
102723613,0,0,0,0,0,0
102723617,0,0,0,0,0,0
102723623,0,0,0,0,0,0
102723631,0,0,0,0,0,0
102723637,0,0,0,0,0,0
102723641,0,0,1,0,0,0
102723644,0,0,0,0,0,0
102723649,9,13,19,29,18,28
102723655,0,0,0,0,0,0
102723661,0,0,0,0,0,0
102723665,15,14,16,17,16,19
102723680,0,0,0,0,0,0
102723701,1,2,0,4,4,1
102723703,16,10,15,7,5,7
102723704,2,2,1,1,0,0
